filename,l*,a*,b*,skin_tone,undertone
img7321.jpg,47.96,15.79,10.05,medium,unclassified
img7335.jpg,48.27,15.07,18.18,medium,warm
img5244.jpg,55.3,21.31,17.55,medium,warm
img3635.jpg,59.68,26.34,31.81,medium,warm
img63.jpg,68.25,12.07,4.09,medium,unclassified
img7453.jpg,44.54,9.41,16.49,medium,unclassified
img6995.jpg,57.67,24.83,31.5,medium,warm
img88.jpg,62.14,14.13,25.36,medium,unclassified
img3806.jpg,61.61,23.27,26.02,medium,warm
img1977.jpg,60.29,13.16,23.61,medium,unclassified
img1963.jpg,50.27,14.87,12.82,medium,unclassified
img3812.jpg,58.27,11.11,20.59,medium,unclassified
img5293.jpg,67.25,9.74,10.08,medium,cool
img7484.jpg,48.69,25.83,24.62,medium,warm
img366.jpg,70.63,12.54,16.24,light,neutral
img6942.jpg,50.99,14.88,21.47,medium,unclassified
img4833.jpg,80.13,6.42,18.41,light,unclassified
img3184.jpg,61.95,20.8,28.51,medium,warm
img4827.jpg,62.41,10.06,27.02,medium,unclassified
img1787.jpg,61.21,12.35,13.53,medium,neutral
img7490.jpg,60.24,18.42,16.06,medium,warm
img372.jpg,76.48,12.06,10.74,light,unclassified
img6956.jpg,63.4,19.73,25.86,medium,warm
img4199.jpg,77.22,11.31,11.07,light,unclassified
img3769.jpg,75.66,17.99,21.53,light,warm
img2477.jpg,59.28,12.34,9.13,medium,unclassified
img5318.jpg,66.08,15.47,22.19,medium,warm
img7269.jpg,52.64,14.03,6.49,medium,unclassified
img1618.jpg,41.48,15.5,14.87,medium,unclassified
img6177.jpg,49.59,20.09,20.77,medium,warm
img2311.jpg,73.39,20.7,12.38,light,unclassified
img4760.jpg,64.46,20.38,24.21,medium,warm
img2305.jpg,70.68,10.37,13.47,light,neutral
img4774.jpg,60.64,11.91,16.74,medium,neutral
img6163.jpg,65.02,21.23,16.31,medium,warm
img6605.jpg,52.93,15.46,21.59,medium,warm
img4012.jpg,34.18,10.1,13.06,dark,neutral
img2463.jpg,65.89,18.29,29.93,medium,warm
img7533.jpg,70.71,21.88,22.91,light,warm
img3755.jpg,57.17,30.87,41.35,medium,warm
img5324.jpg,59.94,15.41,22.62,medium,warm
img4984.jpg,49.13,15.46,18.9,medium,warm
img3033.jpg,57.51,29.98,42.36,medium,warm
img7255.jpg,31.62,0.39,-0.38,dark,cool
img7241.jpg,26.51,11.72,13.29,dark,neutral
img1630.jpg,70.9,24.35,25.81,light,warm
img5456.jpg,56.15,17.09,9.13,medium,unclassified
img4990.jpg,60.18,22.34,28.81,medium,warm
img3027.jpg,64.75,17.78,21.27,medium,warm
img4748.jpg,77.42,5.77,16.9,light,unclassified
img5330.jpg,63.58,18.2,17.34,medium,warm
img3999.jpg,73.71,18.68,10.41,light,unclassified
img6639.jpg,75.97,14.23,8.07,light,unclassified
img1156.jpg,65.94,16.04,24.18,medium,warm
img7527.jpg,66.82,13.97,21.66,medium,unclassified
img1817.jpg,73.78,24.62,33.84,light,warm
img3966.jpg,41.68,21.38,22.64,medium,warm
img2488.jpg,71.0,16.57,17.48,light,warm
img3796.jpg,71.54,7.78,13.35,light,unclassified
img212.jpg,45.49,10.86,9.3,medium,unclassified
img6836.jpg,52.23,21.45,31.55,medium,warm
img7296.jpg,50.05,21.73,19.97,medium,warm
img574.jpg,81.79,9.61,16.38,light,unclassified
img5481.jpg,75.34,15.18,29.5,light,warm
img4947.jpg,56.41,20.61,29.7,medium,warm
img5495.jpg,48.79,12.41,14.4,medium,neutral
img7282.jpg,59.23,15.72,9.39,medium,unclassified
img206.jpg,46.73,19.73,17.09,medium,warm
img6822.jpg,37.71,11.83,11.6,dark,unclassified
img1195.jpg,74.7,11.22,17.9,light,neutral
img3782.jpg,78.88,16.37,13.27,light,unclassified
img4562.jpg,51.91,20.35,25.63,medium,warm
img2113.jpg,67.49,11.71,30.51,medium,unclassified
img951.jpg,75.04,12.78,23.92,light,unclassified
img6375.jpg,64.06,18.54,28.35,medium,warm
img789.jpg,63.19,16.77,25.55,medium,warm
img6413.jpg,57.89,20.96,10.26,medium,unclassified
img2675.jpg,73.32,16.33,17.55,light,warm
img4204.jpg,72.99,16.28,16.35,light,warm
img4210.jpg,75.82,11.05,19.02,light,neutral
img1368.jpg,27.69,13.82,11.25,dark,unclassified
img6407.jpg,61.56,19.38,21.2,medium,warm
img945.jpg,67.09,18.46,30.02,medium,warm
img6361.jpg,66.46,26.08,23.13,medium,warm
img4576.jpg,59.46,11.11,34.2,medium,unclassified
img2107.jpg,45.88,25.8,33.05,medium,warm
img5668.jpg,48.81,13.17,14.04,medium,neutral
img6349.jpg,71.61,9.31,4.74,light,cool
img7057.jpg,73.51,16.33,13.34,light,unclassified
img5898.jpg,71.01,13.12,24.32,light,unclassified
img5640.jpg,69.78,17.59,29.33,medium,warm
img5126.jpg,63.7,18.65,11.94,medium,unclassified
img2649.jpg,72.46,22.3,26.1,light,warm
img3557.jpg,68.71,15.87,21.56,medium,warm
img2891.jpg,49.46,17.72,17.12,medium,warm
img4238.jpg,71.32,16.92,24.29,light,warm
img5132.jpg,70.95,18.66,27.23,light,warm
img3543.jpg,61.42,15.49,26.47,medium,warm
img2885.jpg,73.92,17.58,29.15,light,warm
img3225.jpg,66.61,15.03,30.69,medium,warm
img5654.jpg,66.8,18.9,19.52,medium,warm
img979.jpg,68.45,21.32,25.55,medium,warm
img6.jpg,79.18,13.43,15.84,light,neutral
img7043.jpg,66.78,13.53,7.94,medium,unclassified
img992.jpg,68.62,17.83,24.48,medium,warm
img5867.jpg,61.87,15.15,24.82,medium,warm
img5873.jpg,32.97,16.09,11.29,dark,unclassified
img986.jpg,73.08,14.26,16.91,light,neutral
img5683.jpg,48.28,9.6,20.07,medium,unclassified
img776.jpg,52.42,14.49,17.1,medium,neutral
img3594.jpg,68.24,13.71,12.38,medium,unclassified
img3580.jpg,75.64,16.88,18.1,light,warm
img1397.jpg,78.53,9.83,6.34,light,cool
img762.jpg,72.49,15.39,19.22,light,warm
img7080.jpg,44.72,18.29,36.21,medium,warm
img5697.jpg,66.01,14.56,17.78,medium,neutral
img4589.jpg,53.01,13.52,21.91,medium,unclassified
img1396.jpg,65.08,21.01,19.64,medium,warm
img2847.jpg,51.95,12.41,21.91,medium,unclassified
img3581.jpg,69.75,10.48,15.58,medium,neutral
img4588.jpg,45.0,14.28,9.42,medium,unclassified
img7081.jpg,40.63,8.73,25.6,medium,unclassified
img763.jpg,69.65,17.73,19.22,medium,warm
img7095.jpg,51.79,20.17,18.54,medium,warm
img777.jpg,63.94,2.44,12.31,medium,cool
img5682.jpg,41.36,18.27,28.2,medium,warm
img2853.jpg,43.44,20.4,27.21,medium,warm
img3595.jpg,64.41,20.33,27.62,medium,warm
img5872.jpg,37.61,27.29,20.11,dark,warm
img5866.jpg,69.07,19.02,17.41,medium,warm
img993.jpg,69.72,15.78,13.9,medium,unclassified
img2884.jpg,71.57,7.22,-2.43,light,cool
img3542.jpg,55.39,17.05,41.13,medium,warm
img1355.jpg,56.07,23.99,10.88,medium,unclassified
img7.jpg,77.98,7.99,3.84,light,cool
img5655.jpg,72.55,15.16,8.53,light,unclassified
img3224.jpg,59.47,12.44,20.93,medium,unclassified
img5641.jpg,63.71,16.15,23.79,medium,warm
img5899.jpg,65.75,14.19,25.06,medium,unclassified
img3230.jpg,62.81,17.48,20.13,medium,warm
img7056.jpg,48.33,19.71,24.62,medium,warm
img6348.jpg,72.27,20.27,23.95,light,warm
img4239.jpg,78.27,16.63,35.09,light,warm
img2890.jpg,67.0,8.27,22.06,medium,unclassified
img3556.jpg,82.72,10.66,13.05,light,neutral
img2648.jpg,66.84,14.56,16.16,medium,neutral
img5127.jpg,59.78,21.25,29.21,medium,warm
img6406.jpg,59.89,17.46,18.46,medium,warm
img1369.jpg,81.81,11.56,14.51,light,neutral
img5669.jpg,60.4,23.81,20.88,medium,warm
img2106.jpg,55.22,16.46,27.86,medium,warm
img3218.jpg,70.13,17.51,25.79,light,warm
img4577.jpg,68.92,13.64,20.72,medium,unclassified
img6360.jpg,67.71,20.49,28.32,medium,warm
img6374.jpg,50.89,18.75,29.31,medium,warm
img950.jpg,69.17,6.34,10.31,medium,cool
img2112.jpg,55.4,9.71,14.26,medium,unclassified
img4205.jpg,62.72,7.41,8.53,medium,cool
img6412.jpg,48.33,26.99,16.17,medium,warm
img7283.jpg,68.29,19.75,23.17,medium,warm
img4952.jpg,54.75,22.03,15.97,medium,warm
img5494.jpg,70.99,13.61,19.57,light,neutral
img3783.jpg,65.92,9.14,21.12,medium,unclassified
img1194.jpg,74.87,19.79,20.55,light,warm
img6823.jpg,55.9,17.0,18.89,medium,warm
img207.jpg,71.46,8.68,18.66,light,unclassified
img1180.jpg,54.75,17.03,18.65,medium,warm
img6837.jpg,52.96,21.1,13.42,medium,unclassified
img213.jpg,52.46,14.08,15.66,medium,neutral
img3797.jpg,70.03,12.81,21.66,light,unclassified
img2489.jpg,73.91,16.34,28.25,light,warm
img4946.jpg,47.38,24.3,16.51,medium,warm
img5480.jpg,78.46,12.56,22.75,light,unclassified
img575.jpg,57.92,18.29,28.37,medium,warm
img7297.jpg,72.95,11.41,7.76,light,unclassified
img6189.jpg,67.28,22.96,35.37,medium,warm
img1816.jpg,76.59,6.49,13.24,light,unclassified
img3973.jpg,77.71,8.68,11.79,light,cool
img549.jpg,78.99,9.62,4.83,light,cool
img4749.jpg,60.49,9.08,14.4,medium,unclassified
img3026.jpg,66.18,17.39,25.38,medium,warm
img2338.jpg,82.37,5.41,3.3,light,cool
img5457.jpg,36.31,12.67,11.92,dark,unclassified
img1631.jpg,72.32,2.21,17.24,light,unclassified
img7240.jpg,63.3,17.36,23.09,medium,warm
img7526.jpg,78.13,16.03,11.26,light,unclassified
img6638.jpg,69.63,22.41,27.78,medium,warm
img3998.jpg,64.19,10.14,11.31,medium,unclassified
img5331.jpg,73.91,16.81,31.45,light,warm
img3740.jpg,67.45,11.25,29.76,medium,unclassified
img5325.jpg,66.59,10.03,12.74,medium,unclassified
img3754.jpg,59.25,13.56,25.93,medium,unclassified
img7532.jpg,77.27,15.62,18.55,light,warm
img1625.jpg,35.35,11.61,10.35,dark,unclassified
img7254.jpg,40.11,18.08,25.49,medium,warm
img4985.jpg,52.35,9.6,2.09,medium,cool
img6162.jpg,81.04,14.7,19.34,light,neutral
img4013.jpg,44.68,21.51,23.47,medium,warm
img6604.jpg,72.91,9.21,19.7,light,unclassified
img6610.jpg,37.16,5.85,11.95,dark,cool
img5319.jpg,57.49,18.39,23.61,medium,warm
img3768.jpg,71.03,17.14,20.38,light,warm
img4007.jpg,53.15,8.66,9.86,medium,cool
img4761.jpg,63.3,20.99,28.27,medium,warm
img2310.jpg,79.97,10.46,11.89,light,unclassified
img6176.jpg,60.04,16.5,21.27,medium,warm
img7268.jpg,70.32,16.49,25.95,light,warm
img1786.jpg,65.81,19.52,23.84,medium,warm
img415.jpg,52.97,21.5,10.24,medium,unclassified
img4826.jpg,62.05,13.55,16.84,medium,neutral
img5286.jpg,68.72,20.89,19.86,medium,warm
img4198.jpg,75.21,15.92,19.74,light,warm
img6957.jpg,68.06,18.07,28.82,medium,warm
img373.jpg,85.24,10.81,14.62,light,neutral
img7491.jpg,57.22,10.9,9.23,medium,unclassified
img6943.jpg,55.3,31.79,25.97,medium,warm
img7485.jpg,71.26,15.0,22.41,light,unclassified
img5292.jpg,69.87,11.36,13.98,medium,neutral
img3185.jpg,64.87,14.77,25.78,medium,unclassified
img1792.jpg,64.77,12.18,2.72,medium,unclassified
img1962.jpg,57.65,18.6,24.68,medium,warm
img429.jpg,52.62,19.33,24.8,medium,warm
img3813.jpg,64.45,15.98,15.95,medium,warm
img3807.jpg,48.15,11.47,21.47,medium,unclassified
img89.jpg,71.56,9.46,13.6,light,unclassified
img1976.jpg,63.06,17.13,25.41,medium,warm
img5523.jpg,44.26,16.12,10.38,medium,unclassified
img3152.jpg,62.72,11.85,6.2,medium,unclassified
img7334.jpg,51.14,18.95,23.06,medium,warm
img6994.jpg,57.67,17.02,23.59,medium,warm
img7452.jpg,40.51,10.62,9.63,medium,unclassified
img62.jpg,54.02,28.75,31.48,medium,warm
img5245.jpg,63.26,18.75,18.32,medium,warm
img76.jpg,59.66,12.35,6.41,medium,unclassified
img5251.jpg,55.04,16.14,17.46,medium,warm
img6758.jpg,52.28,19.06,21.14,medium,warm
img6980.jpg,43.82,21.46,19.65,medium,warm
img7446.jpg,46.7,7.99,12.07,medium,cool
img7320.jpg,64.61,17.67,20.36,medium,warm
img5537.jpg,66.02,20.55,29.92,medium,warm
img3146.jpg,47.09,17.29,23.41,medium,warm
img7308.jpg,62.2,11.92,14.83,medium,neutral
img1779.jpg,80.41,11.48,2.85,light,unclassified
img6016.jpg,47.77,21.3,19.94,medium,warm
img2270.jpg,65.88,17.02,17.39,medium,warm
img4601.jpg,61.67,16.29,18.6,medium,warm
img4167.jpg,60.8,20.16,26.32,medium,warm
img3608.jpg,67.37,18.71,35.77,medium,warm
img2516.jpg,85.19,6.12,18.09,light,unclassified
img5279.jpg,60.4,13.57,11.8,medium,unclassified
img6770.jpg,38.81,21.18,19.13,dark,warm
img6764.jpg,47.22,12.65,15.02,medium,neutral
img4615.jpg,74.13,17.16,18.02,light,warm
img6002.jpg,46.2,17.41,19.66,medium,warm
img171.jpg,63.21,18.61,20.1,medium,warm
img5084.jpg,57.72,19.79,29.14,medium,warm
img3393.jpg,56.33,15.4,16.44,medium,warm
img617.jpg,69.31,8.47,10.94,medium,cool
img1584.jpg,69.25,24.43,26.48,medium,warm
img3387.jpg,73.61,20.91,21.74,light,warm
img2927.jpg,64.76,13.73,19.79,medium,neutral
img5090.jpg,65.56,13.86,21.84,medium,unclassified
img6599.jpg,67.62,7.9,16.67,medium,unclassified
img7687.jpg,49.51,18.99,17.6,medium,warm
img165.jpg,54.19,16.23,9.78,medium,unclassified
img5906.jpg,63.55,23.1,39.63,medium,warm
img5912.jpg,55.67,26.38,26.51,medium,warm
img159.jpg,72.23,15.49,12.22,light,unclassified
img5047.jpg,43.09,17.12,13.58,medium,unclassified
img2728.jpg,60.8,16.85,26.23,medium,warm
img3436.jpg,55.19,15.55,13.08,medium,unclassified
img4359.jpg,73.05,18.05,10.92,light,unclassified
img1221.jpg,66.47,15.42,22.92,medium,warm
img6228.jpg,56.11,11.39,22.48,medium,unclassified
img1547.jpg,63.56,21.99,15.92,medium,warm
img7136.jpg,54.18,11.47,9.7,medium,unclassified
img3350.jpg,57.5,10.6,18.01,medium,neutral
img5721.jpg,56.19,29.22,31.27,medium,warm
img3344.jpg,38.45,9.08,20.19,dark,unclassified
img5735.jpg,59.8,8.39,13.07,medium,unclassified
img818.jpg,71.4,16.03,19.21,light,warm
img1553.jpg,64.92,29.62,25.41,medium,warm
img7122.jpg,44.51,11.05,17.77,medium,neutral
img7644.jpg,51.64,19.1,22.19,medium,warm
img5053.jpg,76.1,11.97,25.06,light,unclassified
img3422.jpg,22.44,2.55,-0.29,dark,cool
img6572.jpg,43.94,15.3,8.63,medium,unclassified
img4365.jpg,67.78,15.2,24.0,medium,warm
img4403.jpg,73.25,10.24,21.58,light,unclassified
img6214.jpg,57.19,15.65,17.13,medium,warm
img830.jpg,74.1,12.13,17.23,light,neutral
img824.jpg,71.01,10.35,16.28,light,neutral
img4417.jpg,72.25,21.94,24.07,light,warm
img3378.jpg,86.71,7.29,13.16,light,unclassified
img2066.jpg,67.76,13.39,17.99,medium,neutral
img5709.jpg,54.83,8.07,10.42,medium,cool
img2700.jpg,74.17,16.66,12.52,light,unclassified
img4371.jpg,72.87,15.42,9.38,light,unclassified
img7678.jpg,40.51,21.07,13.08,medium,unclassified
img1209.jpg,66.87,13.36,8.37,medium,unclassified
img6566.jpg,74.01,15.63,29.75,light,warm
img3426.jpg,80.68,12.54,29.73,light,unclassified
img4349.jpg,48.51,22.51,24.34,medium,warm
img1231.jpg,27.54,12.43,-1.86,dark,unclassified
img7640.jpg,48.14,26.63,31.18,medium,warm
img7126.jpg,30.15,14.83,12.72,dark,unclassified
img1557.jpg,72.9,22.91,20.92,light,warm
img5731.jpg,59.18,35.15,35.04,medium,warm
img3340.jpg,73.2,6.81,10.11,light,cool
img5725.jpg,56.69,21.57,27.76,medium,warm
img3354.jpg,77.75,14.23,15.44,light,neutral
img7132.jpg,45.71,15.08,12.41,medium,unclassified
img808.jpg,61.05,12.95,3.53,medium,unclassified
img7654.jpg,49.14,11.85,5.97,medium,unclassified
img3432.jpg,41.72,17.49,22.58,medium,warm
img5043.jpg,52.98,21.92,28.78,medium,warm
img6562.jpg,58.59,2.7,7.48,medium,cool
img4375.jpg,74.84,8.15,30.2,light,unclassified
img4413.jpg,46.45,32.37,33.34,medium,warm
img6204.jpg,44.94,11.39,12.34,medium,unclassified
img6210.jpg,79.97,14.12,14.71,light,neutral
img2076.jpg,81.06,15.7,22.88,light,warm
img5719.jpg,58.92,19.53,22.07,medium,warm
img4407.jpg,59.06,26.59,34.01,medium,warm
img4361.jpg,75.82,11.18,14.65,light,neutral
img2710.jpg,68.11,11.72,20.87,medium,unclassified
img1219.jpg,86.99,5.19,30.68,light,unclassified
img6576.jpg,39.95,19.57,16.87,dark,warm
img7668.jpg,36.4,3.56,7.52,dark,cool
img7683.jpg,64.94,9.74,27.62,medium,unclassified
img161.jpg,76.5,12.81,8.07,light,unclassified
img5094.jpg,66.24,19.54,19.7,medium,warm
img2923.jpg,66.73,12.2,23.29,medium,unclassified
img1580.jpg,70.74,0.75,12.25,light,cool
img613.jpg,47.22,15.64,25.02,medium,warm
img3397.jpg,68.95,21.85,22.58,medium,warm
img5080.jpg,80.81,7.01,2.99,light,cool
img2937.jpg,59.39,26.94,29.78,medium,warm
img7697.jpg,66.15,14.48,11.24,medium,unclassified
img6589.jpg,42.69,21.68,12.76,medium,unclassified
img5902.jpg,59.93,20.52,26.51,medium,warm
img3142.jpg,44.87,24.68,27.48,medium,warm
img5533.jpg,57.18,15.56,15.5,medium,warm
img7324.jpg,50.88,14.44,23.5,medium,unclassified
img6984.jpg,70.91,17.67,25.79,light,warm
img7442.jpg,62.81,22.6,16.1,medium,warm
img1033.jpg,55.81,16.88,22.88,medium,warm
img72.jpg,80.65,7.64,10.83,light,cool
img3624.jpg,73.12,15.69,21.2,light,warm
img5241.jpg,54.2,22.96,18.18,medium,warm
img66.jpg,55.79,19.16,24.81,medium,warm
img3630.jpg,76.08,10.45,14.35,light,neutral
img6990.jpg,64.46,12.41,12.05,medium,unclassified
img7456.jpg,52.48,15.77,19.73,medium,warm
img6748.jpg,59.78,20.59,15.78,medium,warm
img7330.jpg,55.67,17.26,23.66,medium,warm
img3156.jpg,83.31,7.06,19.44,light,unclassified
img4639.jpg,64.69,21.53,20.03,medium,warm
img5527.jpg,71.33,11.43,14.98,light,neutral
img6006.jpg,67.81,5.61,8.38,medium,cool
img7318.jpg,66.47,17.43,26.82,medium,warm
img4611.jpg,72.81,15.66,20.82,light,warm
img2506.jpg,84.26,5.51,1.74,light,cool
img3618.jpg,71.16,14.31,10.96,light,unclassified
img6760.jpg,60.44,21.75,16.35,medium,warm
img6774.jpg,39.18,9.59,24.01,dark,unclassified
img2274.jpg,57.11,15.33,14.97,medium,unclassified
img6012.jpg,57.8,18.18,19.9,medium,warm
img405.jpg,75.31,17.73,14.04,light,unclassified
img1796.jpg,63.88,10.14,1.31,medium,unclassified
img4836.jpg,59.18,28.39,41.82,medium,warm
img3181.jpg,63.38,8.64,12.82,medium,cool
img4188.jpg,69.2,8.75,10.07,medium,cool
img5296.jpg,59.88,22.29,26.35,medium,warm
img6947.jpg,48.95,11.94,22.42,medium,unclassified
img7481.jpg,57.31,22.27,25.39,medium,warm
img6953.jpg,54.93,14.94,21.83,medium,unclassified
img7495.jpg,61.44,13.39,29.48,medium,unclassified
img5282.jpg,72.95,13.51,14.61,light,neutral
img4822.jpg,59.04,20.75,20.86,medium,warm
img1782.jpg,63.12,16.84,11.23,medium,unclassified
img1972.jpg,59.37,18.95,16.42,medium,warm
img439.jpg,66.0,6.93,10.7,medium,cool
img3803.jpg,76.07,13.63,32.15,light,unclassified
img99.jpg,57.63,24.32,25.65,medium,warm
img3817.jpg,53.55,18.1,22.46,medium,warm
img4981.jpg,56.36,18.32,20.79,medium,warm
img2328.jpg,48.02,15.16,16.45,medium,warm
img5447.jpg,39.78,22.57,27.52,dark,warm
img4759.jpg,60.01,22.84,27.96,medium,warm
img3036.jpg,73.32,14.63,10.68,light,unclassified
img7250.jpg,51.02,13.78,14.78,medium,neutral
img1621.jpg,64.66,23.87,23.0,medium,warm
img6628.jpg,58.16,23.68,28.87,medium,warm
img7536.jpg,60.62,12.78,16.99,medium,neutral
img3750.jpg,45.21,19.26,4.79,medium,unclassified
img5321.jpg,53.51,22.85,22.48,medium,warm
img3988.jpg,55.0,7.72,9.14,medium,cool
img5335.jpg,64.01,13.7,18.34,medium,neutral
img1153.jpg,74.1,12.13,17.23,light,neutral
img7522.jpg,58.65,11.51,9.05,medium,unclassified
img4995.jpg,58.71,17.64,21.41,medium,warm
img5453.jpg,48.49,12.39,4.67,medium,unclassified
img3022.jpg,87.48,5.39,18.87,light,unclassified
img6172.jpg,63.8,19.0,18.55,medium,warm
img4765.jpg,62.18,23.92,31.71,medium,warm
img4003.jpg,58.28,23.33,24.18,medium,warm
img2472.jpg,75.01,11.95,26.24,light,unclassified
img6600.jpg,43.55,16.46,13.62,medium,unclassified
img3778.jpg,73.13,22.24,9.68,light,unclassified
img4017.jpg,48.11,17.57,17.54,medium,warm
img5309.jpg,63.83,21.26,33.47,medium,warm
img2466.jpg,59.36,11.78,18.9,medium,neutral
img2300.jpg,74.02,13.29,32.98,light,unclassified
img4771.jpg,52.07,25.57,18.67,medium,warm
img7278.jpg,56.68,13.79,16.52,medium,neutral
img6166.jpg,50.3,16.35,23.96,medium,warm
img7293.jpg,39.51,13.24,13.74,dark,neutral
img5484.jpg,63.9,19.89,23.0,medium,warm
img3793.jpg,63.9,11.01,27.14,medium,unclassified
img217.jpg,68.67,10.23,16.92,medium,neutral
img1184.jpg,76.18,10.18,18.17,light,neutral
img203.jpg,51.51,21.65,26.7,medium,warm
img6827.jpg,65.66,13.9,27.66,medium,unclassified
img1190.jpg,79.5,7.27,8.06,light,cool
img2499.jpg,75.23,14.12,7.11,light,unclassified
img3787.jpg,66.28,16.43,16.48,medium,warm
img4956.jpg,47.37,18.44,29.43,medium,warm
img5490.jpg,63.22,22.25,42.28,medium,warm
img6199.jpg,61.52,16.62,27.75,medium,warm
img565.jpg,64.42,12.46,22.3,medium,unclassified
img7287.jpg,58.06,13.66,19.93,medium,neutral
img1806.jpg,77.11,8.1,-2.3,light,cool
img3977.jpg,35.53,10.96,12.66,dark,unclassified
img3963.jpg,49.92,23.46,3.6,medium,unclassified
img559.jpg,68.16,13.26,13.77,medium,neutral
img5123.jpg,82.62,11.15,6.19,light,unclassified
img2894.jpg,71.22,20.91,17.87,light,warm
img3552.jpg,74.1,6.27,18.22,light,unclassified
img968.jpg,59.72,19.22,20.02,medium,warm
img7052.jpg,44.27,18.69,21.88,medium,warm
img3234.jpg,71.86,13.73,25.43,light,unclassified
img5645.jpg,66.66,8.95,13.62,medium,unclassified
img3220.jpg,71.13,18.62,19.92,light,warm
img5889.jpg,65.1,9.56,11.09,medium,cool
img5651.jpg,57.78,23.97,28.83,medium,warm
img3.jpg,53.43,24.5,31.9,medium,warm
img6358.jpg,60.32,17.06,11.65,medium,unclassified
img7046.jpg,62.75,18.45,7.45,medium,unclassified
img1351.jpg,64.42,25.82,30.91,medium,warm
img2658.jpg,59.47,12.44,20.93,medium,unclassified
img5137.jpg,60.17,19.72,30.4,medium,warm
img2880.jpg,62.25,16.51,26.75,medium,warm
img4229.jpg,73.37,15.66,14.69,light,unclassified
img3546.jpg,78.93,4.15,10.17,light,cool
img6416.jpg,63.48,18.7,22.36,medium,warm
img2670.jpg,68.89,18.32,27.58,medium,warm
img4201.jpg,30.61,15.38,6.5,dark,unclassified
img3208.jpg,67.32,15.63,17.36,medium,warm
img5679.jpg,46.19,10.76,14.11,medium,neutral
img954.jpg,39.77,23.35,16.3,dark,warm
img940.jpg,60.9,16.16,33.76,medium,warm
img6364.jpg,40.19,20.18,22.65,medium,warm
img798.jpg,68.19,24.17,7.96,medium,unclassified
img4573.jpg,72.99,15.48,26.13,light,warm
img2102.jpg,51.9,21.05,20.51,medium,warm
img4215.jpg,72.42,9.09,16.05,light,unclassified
img6402.jpg,74.86,15.16,8.05,light,unclassified
img1386.jpg,60.19,20.9,26.76,medium,warm
img2857.jpg,29.86,12.61,9.26,dark,unclassified
img4598.jpg,63.93,13.69,19.71,medium,neutral
img7091.jpg,31.71,10.24,23.35,dark,unclassified
img773.jpg,52.7,19.12,20.74,medium,warm
img7085.jpg,76.44,12.54,25.04,light,unclassified
img5692.jpg,74.08,16.59,10.93,light,unclassified
img2843.jpg,75.82,12.14,28.18,light,unclassified
img3585.jpg,69.69,12.81,18.62,medium,neutral
img1392.jpg,72.59,18.91,20.36,light,warm
img5862.jpg,36.49,12.85,14.96,dark,neutral
img5876.jpg,72.36,7.55,13.44,light,unclassified
img983.jpg,72.61,22.24,11.14,light,unclassified
img982.jpg,69.18,23.33,1.39,medium,unclassified
img5877.jpg,63.28,22.28,32.02,medium,warm
img5863.jpg,53.83,29.01,21.62,medium,warm
img5693.jpg,45.43,12.99,11.06,medium,unclassified
img7084.jpg,64.72,21.34,20.71,medium,warm
img1393.jpg,78.01,14.1,21.31,light,unclassified
img3584.jpg,69.43,27.93,6.69,medium,unclassified
img2842.jpg,59.09,15.24,15.19,medium,warm
img3590.jpg,73.96,15.49,26.62,light,warm
img2856.jpg,55.08,9.18,14.23,medium,unclassified
img1387.jpg,59.17,15.43,21.88,medium,warm
img7090.jpg,56.92,18.89,13.93,medium,unclassified
img4599.jpg,52.55,20.63,32.04,medium,warm
img5687.jpg,61.06,20.0,32.09,medium,warm
img2103.jpg,61.81,21.55,24.6,medium,warm
img799.jpg,63.37,12.65,31.48,medium,unclassified
img6365.jpg,61.26,16.77,20.27,medium,warm
img6403.jpg,73.92,19.26,23.8,light,warm
img2665.jpg,57.46,7.77,14.8,medium,unclassified
img2671.jpg,54.19,13.49,19.29,medium,neutral
img1378.jpg,60.0,18.58,18.18,medium,warm
img6417.jpg,48.68,18.71,13.14,medium,unclassified
img6371.jpg,76.49,20.73,19.15,light,warm
img5678.jpg,27.38,8.13,2.81,dark,cool
img4566.jpg,65.26,6.32,12.57,medium,cool
img3209.jpg,65.15,16.5,18.56,medium,warm
img6359.jpg,58.62,8.58,9.31,medium,cool
img2.jpg,56.83,18.37,14.23,medium,unclassified
img5650.jpg,64.93,14.73,27.54,medium,unclassified
img5888.jpg,48.09,22.03,15.7,medium,warm
img3221.jpg,70.74,10.02,17.88,light,neutral
img3547.jpg,69.29,10.37,12.25,medium,unclassified
img2881.jpg,64.43,12.51,14.57,medium,neutral
img5136.jpg,56.86,18.52,19.0,medium,warm
img2659.jpg,73.08,10.99,27.57,light,unclassified
img1350.jpg,71.49,13.97,17.54,light,neutral
img3553.jpg,55.22,15.33,23.49,medium,warm
img2895.jpg,67.38,25.66,26.62,medium,warm
img5122.jpg,48.99,22.18,27.04,medium,warm
img5644.jpg,68.9,16.81,36.3,medium,warm
img969.jpg,67.16,14.61,15.5,medium,neutral
img1422.jpg,52.55,16.74,13.13,medium,unclassified
img3962.jpg,57.08,18.82,7.87,medium,unclassified
img558.jpg,61.65,23.35,28.16,medium,warm
img3976.jpg,64.87,6.85,5.74,medium,cool
img3786.jpg,72.12,16.38,13.75,light,unclassified
img1191.jpg,72.3,16.62,12.97,light,unclassified
img6826.jpg,64.84,21.26,29.11,medium,warm
